train_loss,train_acc,epoch,step,val_loss,val_acc
3.3156397342681885,0.125,0,0,,
3.073613166809082,0.375,0,1,,
3.0920636653900146,0.1666666716337204,0,2,,
2.1154162883758545,0.4444444477558136,0,3,,
3.908154010772705,0.14000000059604645,0,4,,
,,0,4,2.158356189727783,0.375
3.5280568599700928,0.11999999731779099,1,5,,
1.9491292238235474,0.25,1,6,,
2.65811824798584,0.4444444477558136,1,7,,
2.796902894973755,0.375,1,8,,
2.442809820175171,0.375,1,9,,
,,1,9,2.4145126342773438,0.375
